what,kind,bundleId,bundleVersion,description,time
os,sysinfo,,,"win32",1349530643027
arch,sysinfo,,,"x86",1349530643027
ws,sysinfo,,,"win32",1349530643027
locale,sysinfo,,,"en_US",1349530643027
processors,sysinfo,,,"2",1349530643027
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1349530643027
java.runtime.version,sysinfo,,,"1.7.0_07-b11",1349530643027
java.specification.name,sysinfo,,,"Java Platform API Specification",1349530643027
java.specification.vendor,sysinfo,,,"Oracle Corporation",1349530643027
java.specification.version,sysinfo,,,"1.7",1349530643027
java.vendor,sysinfo,,,"Oracle Corporation",1349530643027
java.version,sysinfo,,,"1.7.0_07",1349530643027
java.vm.info,sysinfo,,,"mixed mode, sharing",1349530643027
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1349530643027
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1349530643027
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1349530643027
java.vm.specification.version,sysinfo,,,"1.7",1349530643027
java.vm.vendor,sysinfo,,,"Oracle Corporation",1349530643027
java.vm.version,sysinfo,,,"23.3-b01",1349530643027
started,bundle,org.eclipse.mylyn.monitor.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.monitor.ui",1349530643120
started,bundle,org.eclipse.jsch.core,1.1.100.I20090430-0408,"org.eclipse.jsch.core",1349530643370
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1349530643370
started,bundle,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui",1349530643432
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1349530643463
started,bundle,org.eclipse.team.cvs.ui,3.3.201.R35x_v20090826-0905,"org.eclipse.team.cvs.ui",1349530644249
